,PUBorough,date,hour,trip
990,Manhattan,01,2,19
991,Manhattan,01,3,7
992,Manhattan,01,4,3
993,Manhattan,01,5,4
994,Manhattan,01,6,3
995,Manhattan,01,7,7
996,Manhattan,01,8,15
997,Manhattan,01,9,23
998,Manhattan,01,10,25
999,Manhattan,01,11,38
1000,Manhattan,01,12,41
1001,Manhattan,01,13,38
1002,Manhattan,01,14,36
1003,Manhattan,01,15,59
1004,Manhattan,01,16,52
1005,Manhattan,01,17,31
1006,Manhattan,01,18,34
1007,Manhattan,01,19,31
1008,Manhattan,01,20,30
1009,Manhattan,01,21,27
1010,Manhattan,01,22,12
1011,Manhattan,01,23,5
1012,Manhattan,02,0,3
1013,Manhattan,02,1,4
1014,Manhattan,02,2,1
1015,Manhattan,02,3,1
1016,Manhattan,02,4,1
1017,Manhattan,02,5,2
1018,Manhattan,02,6,8
1019,Manhattan,02,7,20
1020,Manhattan,02,8,18
1021,Manhattan,02,9,51
1022,Manhattan,02,10,38
1023,Manhattan,02,11,43
1024,Manhattan,02,12,68
1025,Manhattan,02,13,71
1026,Manhattan,02,14,63
1027,Manhattan,02,15,53
1028,Manhattan,02,16,67
1029,Manhattan,02,17,40
1030,Manhattan,02,18,54
1031,Manhattan,02,19,40
1032,Manhattan,02,20,31
1033,Manhattan,02,21,18
1034,Manhattan,02,22,21
1035,Manhattan,02,23,11
1036,Manhattan,03,0,9
1037,Manhattan,03,1,1
1038,Manhattan,03,3,3
1039,Manhattan,03,5,5
1040,Manhattan,03,6,23
1041,Manhattan,03,7,72
1042,Manhattan,03,8,90
1043,Manhattan,03,9,76
1044,Manhattan,03,10,79
1045,Manhattan,03,11,54
1046,Manhattan,03,12,67
1047,Manhattan,03,13,63
1048,Manhattan,03,14,76
1049,Manhattan,03,15,81
1050,Manhattan,03,16,74
1051,Manhattan,03,17,76
1052,Manhattan,03,18,65
1053,Manhattan,03,19,55
1054,Manhattan,03,20,35
1055,Manhattan,03,21,29
1056,Manhattan,03,22,15
1057,Manhattan,03,23,10
1058,Manhattan,04,0,5
1059,Manhattan,04,1,5
1060,Manhattan,04,2,1
1061,Manhattan,04,3,1
1062,Manhattan,04,4,1
1063,Manhattan,04,5,3
1064,Manhattan,04,6,25
1065,Manhattan,04,7,74
1066,Manhattan,04,8,85
1067,Manhattan,04,9,91
1068,Manhattan,04,10,83
1069,Manhattan,04,11,70
1070,Manhattan,04,12,65
1071,Manhattan,04,13,77
1072,Manhattan,04,14,87
1073,Manhattan,04,15,91
1074,Manhattan,04,16,111
1075,Manhattan,04,17,101
1076,Manhattan,04,18,82
1077,Manhattan,04,19,73
1078,Manhattan,04,20,41
1079,Manhattan,04,21,30
1080,Manhattan,04,22,24
1081,Manhattan,04,23,15
1082,Manhattan,05,0,3
1083,Manhattan,05,1,6
1084,Manhattan,05,2,2
1085,Manhattan,05,4,1
1086,Manhattan,05,5,2
1087,Manhattan,05,6,26
1088,Manhattan,05,7,69
1089,Manhattan,05,8,89
1090,Manhattan,05,9,84
1091,Manhattan,05,10,75
1092,Manhattan,05,11,81
1093,Manhattan,05,12,72
1094,Manhattan,05,13,61
1095,Manhattan,05,14,73
1096,Manhattan,05,15,89
1097,Manhattan,05,16,88
1098,Manhattan,05,17,92
1099,Manhattan,05,18,90
1100,Manhattan,05,19,54
1101,Manhattan,05,20,42
1102,Manhattan,05,21,23
1103,Manhattan,05,22,21
1104,Manhattan,05,23,15
1105,Manhattan,06,0,5
1106,Manhattan,06,1,3
1107,Manhattan,06,2,2
1108,Manhattan,06,4,3
1109,Manhattan,06,5,5
1110,Manhattan,06,6,27
1111,Manhattan,06,7,82
1112,Manhattan,06,8,75
1113,Manhattan,06,9,88
1114,Manhattan,06,10,79
1115,Manhattan,06,11,66
1116,Manhattan,06,12,60
1117,Manhattan,06,13,82
1118,Manhattan,06,14,104
1119,Manhattan,06,15,95
1120,Manhattan,06,16,93
1121,Manhattan,06,17,98
1122,Manhattan,06,18,84
1123,Manhattan,06,19,71
1124,Manhattan,06,20,42
1125,Manhattan,06,21,37
1126,Manhattan,06,22,20
1127,Manhattan,06,23,21
1128,Manhattan,07,0,8
1129,Manhattan,07,1,13
1130,Manhattan,07,2,7
1131,Manhattan,07,3,4
1132,Manhattan,07,4,2
1133,Manhattan,07,5,3
1134,Manhattan,07,6,5
1135,Manhattan,07,7,20
1136,Manhattan,07,8,35
1137,Manhattan,07,9,35
1138,Manhattan,07,10,58
1139,Manhattan,07,11,53
1140,Manhattan,07,12,65
1141,Manhattan,07,13,79
1142,Manhattan,07,14,72
1143,Manhattan,07,15,82
1144,Manhattan,07,16,61
1145,Manhattan,07,17,58
1146,Manhattan,07,18,61
1147,Manhattan,07,19,54
1148,Manhattan,07,20,40
1149,Manhattan,07,21,33
1150,Manhattan,07,22,36
1151,Manhattan,07,23,24
1152,Manhattan,08,0,11
1153,Manhattan,08,1,8
1154,Manhattan,08,2,5
1155,Manhattan,08,3,4
1156,Manhattan,08,4,2
1157,Manhattan,08,5,4
1158,Manhattan,08,6,5
1159,Manhattan,08,7,16
1160,Manhattan,08,8,20
1161,Manhattan,08,9,37
1162,Manhattan,08,10,48
1163,Manhattan,08,11,49
1164,Manhattan,08,12,61
1165,Manhattan,08,13,44
1166,Manhattan,08,14,61
1167,Manhattan,08,15,57
1168,Manhattan,08,16,56
1169,Manhattan,08,17,50
1170,Manhattan,08,18,46
1171,Manhattan,08,19,46
1172,Manhattan,08,20,35
1173,Manhattan,08,21,29
1174,Manhattan,08,22,18
1175,Manhattan,08,23,10
1176,Manhattan,09,0,5
1177,Manhattan,09,1,2
1178,Manhattan,09,2,2
1179,Manhattan,09,3,2
1180,Manhattan,09,4,1
1181,Manhattan,09,5,7
1182,Manhattan,09,6,22
1183,Manhattan,09,7,67
1184,Manhattan,09,8,87
1185,Manhattan,09,9,60
1186,Manhattan,09,10,65
1187,Manhattan,09,11,75
1188,Manhattan,09,12,71
1189,Manhattan,09,13,68
1190,Manhattan,09,14,66
1191,Manhattan,09,15,94
1192,Manhattan,09,16,101
1193,Manhattan,09,17,83
1194,Manhattan,09,18,92
1195,Manhattan,09,19,71
1196,Manhattan,09,20,39
1197,Manhattan,09,21,25
1198,Manhattan,09,22,21
1199,Manhattan,09,23,14
1200,Manhattan,10,0,1
1201,Manhattan,10,1,1
1202,Manhattan,10,2,1
1203,Manhattan,10,3,1
1204,Manhattan,10,4,1
1205,Manhattan,10,5,6
1206,Manhattan,10,6,26
1207,Manhattan,10,7,69
1208,Manhattan,10,8,87
1209,Manhattan,10,9,93
1210,Manhattan,10,10,63
1211,Manhattan,10,11,82
1212,Manhattan,10,12,65
1213,Manhattan,10,13,58
1214,Manhattan,10,14,81
1215,Manhattan,10,15,84
1216,Manhattan,10,16,81
1217,Manhattan,10,17,96
1218,Manhattan,10,18,89
1219,Manhattan,10,19,60
1220,Manhattan,10,20,40
1221,Manhattan,10,21,24
1222,Manhattan,10,22,13
1223,Manhattan,10,23,12
1224,Manhattan,11,0,8
1225,Manhattan,11,1,6
1226,Manhattan,11,2,1
1227,Manhattan,11,3,2
1228,Manhattan,11,5,5
1229,Manhattan,11,6,20
1230,Manhattan,11,7,81
1231,Manhattan,11,8,90
1232,Manhattan,11,9,102
1233,Manhattan,11,10,100
1234,Manhattan,11,11,81
1235,Manhattan,11,12,66
1236,Manhattan,11,13,78
1237,Manhattan,11,14,93
1238,Manhattan,11,15,102
1239,Manhattan,11,16,112
1240,Manhattan,11,17,99
1241,Manhattan,11,18,95
1242,Manhattan,11,19,59
1243,Manhattan,11,20,45
1244,Manhattan,11,21,27
1245,Manhattan,11,22,15
1246,Manhattan,11,23,11
1247,Manhattan,12,0,6
1248,Manhattan,12,1,5
1249,Manhattan,12,2,3
1250,Manhattan,12,5,5
1251,Manhattan,12,6,24
1252,Manhattan,12,7,78
1253,Manhattan,12,8,98
1254,Manhattan,12,9,99
1255,Manhattan,12,10,88
1256,Manhattan,12,11,83
1257,Manhattan,12,12,51
1258,Manhattan,12,13,65
1259,Manhattan,12,14,95
1260,Manhattan,12,15,90
1261,Manhattan,12,16,97
1262,Manhattan,12,17,97
1263,Manhattan,12,18,107
1264,Manhattan,12,19,48
1265,Manhattan,12,20,34
1266,Manhattan,12,21,28
1267,Manhattan,12,22,22
1268,Manhattan,12,23,13
1269,Manhattan,13,0,7
1270,Manhattan,13,1,5
1271,Manhattan,13,2,2
1272,Manhattan,13,3,3
1273,Manhattan,13,5,5
1274,Manhattan,13,6,31
1275,Manhattan,13,7,78
1276,Manhattan,13,8,75
1277,Manhattan,13,9,72
1278,Manhattan,13,10,75
1279,Manhattan,13,11,73
1280,Manhattan,13,12,63
1281,Manhattan,13,13,63
1282,Manhattan,13,14,79
1283,Manhattan,13,15,123
1284,Manhattan,13,16,119
1285,Manhattan,13,17,91
1286,Manhattan,13,18,85
1287,Manhattan,13,19,70
1288,Manhattan,13,20,50
1289,Manhattan,13,21,35
1290,Manhattan,13,22,28
1291,Manhattan,13,23,16
1292,Manhattan,14,0,11
1293,Manhattan,14,1,6
1294,Manhattan,14,2,3
1295,Manhattan,14,3,3
1296,Manhattan,14,4,1
1297,Manhattan,14,5,3
1298,Manhattan,14,6,5
1299,Manhattan,14,7,14
1300,Manhattan,14,8,16
1301,Manhattan,14,9,41
1302,Manhattan,14,10,59
1303,Manhattan,14,11,70
1304,Manhattan,14,12,69
1305,Manhattan,14,13,65
1306,Manhattan,14,14,47
1307,Manhattan,14,15,79
1308,Manhattan,14,16,64
1309,Manhattan,14,17,59
1310,Manhattan,14,18,56
1311,Manhattan,14,19,59
1312,Manhattan,14,20,43
1313,Manhattan,14,21,24
1314,Manhattan,14,22,20
1315,Manhattan,14,23,16
1316,Manhattan,15,0,9
1317,Manhattan,15,1,6
1318,Manhattan,15,2,5
1319,Manhattan,15,3,2
1320,Manhattan,15,4,1
1321,Manhattan,15,5,2
1322,Manhattan,15,6,5
1323,Manhattan,15,7,15
1324,Manhattan,15,8,16
1325,Manhattan,15,9,30
1326,Manhattan,15,10,45
1327,Manhattan,15,11,58
1328,Manhattan,15,12,63
1329,Manhattan,15,13,63
1330,Manhattan,15,14,62
1331,Manhattan,15,15,66
1332,Manhattan,15,16,55
1333,Manhattan,15,17,47
1334,Manhattan,15,18,38
1335,Manhattan,15,19,40
1336,Manhattan,15,20,33
1337,Manhattan,15,21,22
1338,Manhattan,15,22,15
1339,Manhattan,15,23,17
1340,Manhattan,16,0,5
1341,Manhattan,16,1,7
1342,Manhattan,16,2,1
1343,Manhattan,16,3,4
1344,Manhattan,16,4,2
1345,Manhattan,16,5,3
1346,Manhattan,16,6,5
1347,Manhattan,16,7,26
1348,Manhattan,16,8,23
1349,Manhattan,16,9,28
1350,Manhattan,16,10,47
1351,Manhattan,16,11,52
1352,Manhattan,16,12,50
1353,Manhattan,16,13,56
1354,Manhattan,16,14,52
1355,Manhattan,16,15,49
1356,Manhattan,16,16,74
1357,Manhattan,16,17,68
1358,Manhattan,16,18,53
1359,Manhattan,16,19,43
1360,Manhattan,16,20,30
1361,Manhattan,16,21,27
1362,Manhattan,16,22,15
1363,Manhattan,16,23,9
1364,Manhattan,17,0,6
1365,Manhattan,17,1,3
1366,Manhattan,17,2,1
1367,Manhattan,17,5,9
1368,Manhattan,17,6,26
1369,Manhattan,17,7,78
1370,Manhattan,17,8,90
1371,Manhattan,17,9,92
1372,Manhattan,17,10,80
1373,Manhattan,17,11,71
1374,Manhattan,17,12,81
1375,Manhattan,17,13,59
1376,Manhattan,17,14,76
1377,Manhattan,17,15,106
1378,Manhattan,17,16,89
1379,Manhattan,17,17,98
1380,Manhattan,17,18,77
1381,Manhattan,17,19,64
1382,Manhattan,17,20,46
1383,Manhattan,17,21,28
1384,Manhattan,17,22,15
1385,Manhattan,17,23,12
1386,Manhattan,18,0,4
1387,Manhattan,18,1,1
1388,Manhattan,18,2,1
1389,Manhattan,18,5,2
1390,Manhattan,18,6,30
1391,Manhattan,18,7,88
1392,Manhattan,18,8,102
1393,Manhattan,18,9,93
1394,Manhattan,18,10,85
1395,Manhattan,18,11,67
1396,Manhattan,18,12,45
1397,Manhattan,18,13,78
1398,Manhattan,18,14,69
1399,Manhattan,18,15,105
1400,Manhattan,18,16,103
1401,Manhattan,18,17,93
1402,Manhattan,18,18,89
1403,Manhattan,18,19,70
1404,Manhattan,18,20,38
1405,Manhattan,18,21,27
1406,Manhattan,18,22,23
1407,Manhattan,18,23,11
1408,Manhattan,19,0,5
1409,Manhattan,19,1,5
1410,Manhattan,19,3,1
1411,Manhattan,19,4,1
1412,Manhattan,19,5,4
1413,Manhattan,19,6,22
1414,Manhattan,19,7,75
1415,Manhattan,19,8,82
1416,Manhattan,19,9,103
1417,Manhattan,19,10,84
1418,Manhattan,19,11,73
1419,Manhattan,19,12,81
1420,Manhattan,19,13,79
1421,Manhattan,19,14,71
1422,Manhattan,19,15,98
1423,Manhattan,19,16,101
1424,Manhattan,19,17,113
1425,Manhattan,19,18,96
1426,Manhattan,19,19,84
1427,Manhattan,19,20,62
1428,Manhattan,19,21,28
1429,Manhattan,19,22,23
1430,Manhattan,19,23,13
1431,Manhattan,20,0,9
1432,Manhattan,20,1,4
1433,Manhattan,20,2,2
1434,Manhattan,20,3,2
1435,Manhattan,20,4,1
1436,Manhattan,20,5,3
1437,Manhattan,20,6,25
1438,Manhattan,20,7,74
1439,Manhattan,20,8,72
1440,Manhattan,20,9,82
1441,Manhattan,20,10,80
1442,Manhattan,20,11,69
1443,Manhattan,20,12,77
1444,Manhattan,20,13,63
1445,Manhattan,20,14,91
1446,Manhattan,20,15,103
1447,Manhattan,20,16,86
1448,Manhattan,20,17,107
1449,Manhattan,20,18,86
1450,Manhattan,20,19,72
1451,Manhattan,20,20,44
1452,Manhattan,20,21,33
1453,Manhattan,20,22,34
1454,Manhattan,20,23,23
1455,Manhattan,21,0,12
1456,Manhattan,21,1,4
1457,Manhattan,21,2,3
1458,Manhattan,21,3,3
1459,Manhattan,21,4,2
1460,Manhattan,21,5,3
1461,Manhattan,21,6,9
1462,Manhattan,21,7,13
1463,Manhattan,21,8,24
1464,Manhattan,21,9,39
1465,Manhattan,21,10,47
1466,Manhattan,21,11,70
1467,Manhattan,21,12,59
1468,Manhattan,21,13,65
1469,Manhattan,21,14,68
1470,Manhattan,21,15,79
1471,Manhattan,21,16,63
1472,Manhattan,21,17,64
1473,Manhattan,21,18,61
1474,Manhattan,21,19,69
1475,Manhattan,21,20,38
1476,Manhattan,21,21,24
1477,Manhattan,21,22,26
1478,Manhattan,21,23,34
1479,Manhattan,22,0,9
1480,Manhattan,22,1,10
1481,Manhattan,22,2,7
1482,Manhattan,22,3,4
1483,Manhattan,22,4,2
1484,Manhattan,22,6,7
1485,Manhattan,22,7,9
1486,Manhattan,22,8,12
1487,Manhattan,22,9,22
1488,Manhattan,22,10,39
1489,Manhattan,22,11,53
1490,Manhattan,22,12,54
1491,Manhattan,22,13,69
1492,Manhattan,22,14,60
1493,Manhattan,22,15,62
1494,Manhattan,22,16,58
1495,Manhattan,22,17,54
1496,Manhattan,22,18,51
1497,Manhattan,22,19,49
1498,Manhattan,22,20,37
1499,Manhattan,22,21,32
1500,Manhattan,22,22,19
1501,Manhattan,22,23,18
1502,Manhattan,23,0,7
1503,Manhattan,23,1,4
1504,Manhattan,23,2,5
1505,Manhattan,23,3,1
1506,Manhattan,23,6,23
1507,Manhattan,23,7,81
1508,Manhattan,23,8,98
1509,Manhattan,23,9,89
1510,Manhattan,23,10,78
1511,Manhattan,23,11,81
1512,Manhattan,23,12,77
1513,Manhattan,23,13,71
1514,Manhattan,23,14,85
1515,Manhattan,23,15,99
1516,Manhattan,23,16,101
1517,Manhattan,23,17,96
1518,Manhattan,23,18,104
1519,Manhattan,23,19,71
1520,Manhattan,23,20,40
1521,Manhattan,23,21,29
1522,Manhattan,23,22,19
1523,Manhattan,23,23,20
1524,Manhattan,24,0,5
1525,Manhattan,24,1,1
1526,Manhattan,24,2,1
1527,Manhattan,24,3,1
1528,Manhattan,24,4,1
1529,Manhattan,24,5,3
1530,Manhattan,24,6,29
1531,Manhattan,24,7,84
1532,Manhattan,24,8,92
1533,Manhattan,24,9,102
1534,Manhattan,24,10,95
1535,Manhattan,24,11,72
1536,Manhattan,24,12,67
1537,Manhattan,24,13,65
1538,Manhattan,24,14,94
1539,Manhattan,24,15,103
1540,Manhattan,24,16,114
1541,Manhattan,24,17,99
1542,Manhattan,24,18,109
1543,Manhattan,24,19,71
1544,Manhattan,24,20,55
1545,Manhattan,24,21,37
1546,Manhattan,24,22,20
1547,Manhattan,24,23,16
1548,Manhattan,25,0,7
1549,Manhattan,25,1,1
1550,Manhattan,25,5,8
1551,Manhattan,25,6,31
1552,Manhattan,25,7,65
1553,Manhattan,25,8,98
1554,Manhattan,25,9,85
1555,Manhattan,25,10,78
1556,Manhattan,25,11,69
1557,Manhattan,25,12,68
1558,Manhattan,25,13,81
1559,Manhattan,25,14,93
1560,Manhattan,25,15,108
1561,Manhattan,25,16,104
1562,Manhattan,25,17,108
1563,Manhattan,25,18,112
1564,Manhattan,25,19,97
1565,Manhattan,25,20,70
1566,Manhattan,25,21,33
1567,Manhattan,25,22,28
1568,Manhattan,25,23,20
1569,Manhattan,26,0,7
1570,Manhattan,26,1,3
1571,Manhattan,26,2,2
1572,Manhattan,26,4,2
1573,Manhattan,26,5,5
1574,Manhattan,26,6,30
1575,Manhattan,26,7,87
1576,Manhattan,26,8,80
1577,Manhattan,26,9,75
1578,Manhattan,26,10,86
1579,Manhattan,26,11,72
1580,Manhattan,26,12,75
1581,Manhattan,26,13,81
1582,Manhattan,26,14,89
1583,Manhattan,26,15,96
1584,Manhattan,26,16,115
1585,Manhattan,26,17,121
1586,Manhattan,26,18,118
1587,Manhattan,26,19,74
1588,Manhattan,26,20,62
1589,Manhattan,26,21,40
1590,Manhattan,26,22,30
1591,Manhattan,26,23,25
1592,Manhattan,27,0,10
1593,Manhattan,27,1,6
1594,Manhattan,27,2,2
1595,Manhattan,27,3,2
1596,Manhattan,27,5,2
1597,Manhattan,27,6,13
1598,Manhattan,27,7,68
1599,Manhattan,27,8,92
1600,Manhattan,27,9,82
1601,Manhattan,27,10,63
1602,Manhattan,27,11,62
1603,Manhattan,27,12,62
1604,Manhattan,27,13,67
1605,Manhattan,27,14,89
1606,Manhattan,27,15,101
1607,Manhattan,27,16,95
1608,Manhattan,27,17,99
1609,Manhattan,27,18,97
1610,Manhattan,27,19,65
1611,Manhattan,27,20,50
1612,Manhattan,27,21,33
1613,Manhattan,27,22,28
1614,Manhattan,27,23,21
1615,Manhattan,28,0,16
1616,Manhattan,28,1,16
1617,Manhattan,28,2,4
1618,Manhattan,28,3,2
1619,Manhattan,28,4,4
1620,Manhattan,28,5,6
1621,Manhattan,28,6,9
1622,Manhattan,28,7,18
1623,Manhattan,28,8,33
1624,Manhattan,28,9,33
1625,Manhattan,28,10,41
1626,Manhattan,28,11,44
1627,Manhattan,28,12,66
1628,Manhattan,28,13,62
1629,Manhattan,28,14,53
1630,Manhattan,28,15,68
1631,Manhattan,28,16,66
1632,Manhattan,28,17,54
1633,Manhattan,28,18,49
1634,Manhattan,28,19,48
1635,Manhattan,28,20,37
1636,Manhattan,28,21,32
1637,Manhattan,28,22,28
1638,Manhattan,28,23,26
1639,Manhattan,29,0,15
1640,Manhattan,29,1,13
1641,Manhattan,29,2,5
1642,Manhattan,29,3,4
1643,Manhattan,29,4,3
1644,Manhattan,29,6,7
1645,Manhattan,29,7,14
1646,Manhattan,29,8,22
1647,Manhattan,29,9,31
1648,Manhattan,29,10,39
1649,Manhattan,29,11,55
1650,Manhattan,29,12,59
1651,Manhattan,29,13,50
1652,Manhattan,29,14,60
1653,Manhattan,29,15,66
1654,Manhattan,29,16,56
1655,Manhattan,29,17,37
1656,Manhattan,29,18,59
1657,Manhattan,29,19,31
1658,Manhattan,29,20,36
1659,Manhattan,29,21,24
1660,Manhattan,29,22,12
1661,Manhattan,29,23,14
1662,Manhattan,30,0,3
1663,Manhattan,30,1,4
1664,Manhattan,30,2,1
1665,Manhattan,30,3,2
1666,Manhattan,30,5,4
1667,Manhattan,30,6,31
1668,Manhattan,30,7,80
1669,Manhattan,30,8,60
1670,Manhattan,30,9,85
1671,Manhattan,30,10,74
1672,Manhattan,30,11,68
1673,Manhattan,30,12,66
1674,Manhattan,30,13,66
1675,Manhattan,30,14,70
1676,Manhattan,30,15,99
1677,Manhattan,30,16,89
1678,Manhattan,30,17,97
1679,Manhattan,30,18,92
1680,Manhattan,30,19,68
1681,Manhattan,30,20,39
1682,Manhattan,30,21,34
1683,Manhattan,30,22,14
1684,Manhattan,30,23,10
1685,Manhattan,31,0,2
1686,Manhattan,31,1,3
1687,Manhattan,31,2,3
1688,Manhattan,31,3,1
1689,Manhattan,31,5,7
1690,Manhattan,31,6,38
1691,Manhattan,31,7,84
1692,Manhattan,31,8,102
1693,Manhattan,31,9,91
1694,Manhattan,31,10,64
1695,Manhattan,31,11,59
1696,Manhattan,31,12,85
1697,Manhattan,31,13,61
1698,Manhattan,31,14,67
1699,Manhattan,31,15,90
1700,Manhattan,31,16,101
1701,Manhattan,31,17,92
1702,Manhattan,31,18,99
1703,Manhattan,31,19,69
1704,Manhattan,31,20,54
1705,Manhattan,31,21,35
1706,Manhattan,31,22,24
1707,Manhattan,31,23,16
1708,Queens,01,0,17
1709,Queens,01,1,23
1710,Queens,01,2,15
1711,Queens,01,3,16
1712,Queens,01,4,7
1713,Queens,01,5,5
1714,Queens,01,6,2
1715,Queens,01,7,8
1716,Queens,01,8,7
1717,Queens,01,9,9
1718,Queens,01,10,10
1719,Queens,01,11,11
1720,Queens,01,12,13
1721,Queens,01,13,12
1722,Queens,01,14,18
1723,Queens,01,15,18
1724,Queens,01,16,17
1725,Queens,01,17,23
1726,Queens,01,18,22
1727,Queens,01,19,25
1728,Queens,01,20,23
1729,Queens,01,21,19
1730,Queens,01,22,8
1731,Queens,01,23,12
1732,Queens,02,0,5
1733,Queens,02,1,5
1734,Queens,02,2,1
1735,Queens,02,3,2
1736,Queens,02,4,2
1737,Queens,02,5,2
1738,Queens,02,6,4
1739,Queens,02,7,8
1740,Queens,02,8,14
1741,Queens,02,9,5
1742,Queens,02,10,13
1743,Queens,02,11,18
1744,Queens,02,12,11
1745,Queens,02,13,23
1746,Queens,02,14,13
1747,Queens,02,15,37
1748,Queens,02,16,25
1749,Queens,02,17,23
1750,Queens,02,18,37
1751,Queens,02,19,25
1752,Queens,02,20,12
1753,Queens,02,21,16
1754,Queens,02,22,16
1755,Queens,02,23,6
1756,Queens,03,0,7
1757,Queens,03,1,5
1758,Queens,03,2,7
1759,Queens,03,3,9
1760,Queens,03,4,6
1761,Queens,03,5,1
1762,Queens,03,6,3
1763,Queens,03,7,12
1764,Queens,03,8,8
1765,Queens,03,9,7
1766,Queens,03,10,25
1767,Queens,03,11,28
1768,Queens,03,12,15
1769,Queens,03,13,19
1770,Queens,03,14,26
1771,Queens,03,15,37
1772,Queens,03,16,43
1773,Queens,03,17,38
1774,Queens,03,18,35
1775,Queens,03,19,45
1776,Queens,03,20,21
1777,Queens,03,21,16
1778,Queens,03,22,17
1779,Queens,03,23,9
1780,Queens,04,0,12
1781,Queens,04,1,9
1782,Queens,04,2,2
1783,Queens,04,3,3
1784,Queens,04,4,2
1785,Queens,04,5,2
1786,Queens,04,6,7
1787,Queens,04,7,11
1788,Queens,04,8,13
1789,Queens,04,9,15
1790,Queens,04,10,14
1791,Queens,04,11,21
1792,Queens,04,12,21
1793,Queens,04,13,19
1794,Queens,04,14,23
1795,Queens,04,15,37
1796,Queens,04,16,34
1797,Queens,04,17,61
1798,Queens,04,18,63
1799,Queens,04,19,47
1800,Queens,04,20,34
1801,Queens,04,21,24
1802,Queens,04,22,15
1803,Queens,04,23,9
1804,Queens,05,0,15
1805,Queens,05,1,5
1806,Queens,05,2,12
1807,Queens,05,3,4
1808,Queens,05,4,4
1809,Queens,05,5,7
1810,Queens,05,6,1
1811,Queens,05,7,14
1812,Queens,05,8,16
1813,Queens,05,9,16
1814,Queens,05,10,19
1815,Queens,05,11,25
1816,Queens,05,12,24
1817,Queens,05,13,22
1818,Queens,05,14,35
1819,Queens,05,15,49
1820,Queens,05,16,37
1821,Queens,05,17,45
1822,Queens,05,18,42
1823,Queens,05,19,41
1824,Queens,05,20,27
1825,Queens,05,21,29
1826,Queens,05,22,17
1827,Queens,05,23,9
1828,Queens,06,0,18
1829,Queens,06,1,9
1830,Queens,06,2,6
1831,Queens,06,3,9
1832,Queens,06,4,2
1833,Queens,06,5,3
1834,Queens,06,6,7
1835,Queens,06,7,7
1836,Queens,06,8,13
1837,Queens,06,9,21
1838,Queens,06,10,22
1839,Queens,06,11,23
1840,Queens,06,12,24
1841,Queens,06,13,23
1842,Queens,06,14,34
1843,Queens,06,15,57
1844,Queens,06,16,36
1845,Queens,06,17,48
1846,Queens,06,18,48
1847,Queens,06,19,38
1848,Queens,06,20,36
1849,Queens,06,21,24
1850,Queens,06,22,27
1851,Queens,06,23,17
1852,Queens,07,0,17
1853,Queens,07,1,19
1854,Queens,07,2,11
1855,Queens,07,3,8
1856,Queens,07,4,2
1857,Queens,07,5,4
1858,Queens,07,6,3
1859,Queens,07,7,7
1860,Queens,07,8,16
1861,Queens,07,9,9
1862,Queens,07,10,13
1863,Queens,07,11,18
1864,Queens,07,12,24
1865,Queens,07,13,34
1866,Queens,07,14,30
1867,Queens,07,15,35
1868,Queens,07,16,46
1869,Queens,07,17,37
1870,Queens,07,18,44
1871,Queens,07,19,35
1872,Queens,07,20,32
1873,Queens,07,21,25
1874,Queens,07,22,27
1875,Queens,07,23,29
1876,Queens,08,0,16
1877,Queens,08,1,20
1878,Queens,08,2,8
1879,Queens,08,3,21
1880,Queens,08,4,18
1881,Queens,08,5,11
1882,Queens,08,6,1
1883,Queens,08,7,3
1884,Queens,08,8,4
1885,Queens,08,9,9
1886,Queens,08,10,12
1887,Queens,08,11,9
1888,Queens,08,12,17
1889,Queens,08,13,25
1890,Queens,08,14,22
1891,Queens,08,15,20
1892,Queens,08,16,34
1893,Queens,08,17,22
1894,Queens,08,18,34
1895,Queens,08,19,24
1896,Queens,08,20,16
1897,Queens,08,21,17
1898,Queens,08,22,7
1899,Queens,08,23,9
1900,Queens,09,0,8
1901,Queens,09,1,7
1902,Queens,09,2,6
1903,Queens,09,3,22
1904,Queens,09,4,14
1905,Queens,09,5,3
1906,Queens,09,6,3
1907,Queens,09,7,13
1908,Queens,09,8,12
1909,Queens,09,9,17
1910,Queens,09,10,13
1911,Queens,09,11,17
1912,Queens,09,12,23
1913,Queens,09,13,21
1914,Queens,09,14,25
1915,Queens,09,15,38
1916,Queens,09,16,36
1917,Queens,09,17,43
1918,Queens,09,18,32
1919,Queens,09,19,32
1920,Queens,09,20,21
1921,Queens,09,21,18
1922,Queens,09,22,17
1923,Queens,09,23,7
1924,Queens,10,0,8
1925,Queens,10,1,4
1926,Queens,10,2,5
1927,Queens,10,3,3
1928,Queens,10,4,3
1929,Queens,10,5,4
1930,Queens,10,6,6
1931,Queens,10,7,12
1932,Queens,10,8,11
1933,Queens,10,9,16
1934,Queens,10,10,16
1935,Queens,10,11,12
1936,Queens,10,12,19
1937,Queens,10,13,22
1938,Queens,10,14,32
1939,Queens,10,15,32
1940,Queens,10,16,34
1941,Queens,10,17,33
1942,Queens,10,18,34
1943,Queens,10,19,29
1944,Queens,10,20,20
1945,Queens,10,21,14
1946,Queens,10,22,26
1947,Queens,10,23,14
1948,Queens,11,0,13
1949,Queens,11,1,14
1950,Queens,11,2,7
1951,Queens,11,3,6
1952,Queens,11,4,3
1953,Queens,11,5,4
1954,Queens,11,6,7
1955,Queens,11,7,11
